@relation creditRefinedMixedAttributesNoCase_No-csv

@attribute checking_status numeric
@attribute credit_history numeric
@attribute purpose numeric
@attribute credit_amount numeric
@attribute saving_status numeric
@attribute employment numeric
@attribute personal_status numeric
@attribute age numeric
@attribute job numeric
@attribute class numeric

@data
0,2,3,10222,0,3,0,37,2,1
2,4,7,4221,1,2,3,28,2,1
2,0,4,6361,1,4,0,41,2,1
3,2,3,1297,1,2,1,23,2,1
1,2,9,900,0,2,1,23,2,0
0,2,4,2241,1,4,0,50,2,1
2,1,4,1050,1,0,0,35,3,1
3,0,6,1047,1,2,3,50,1,1
0,0,0,6314,1,0,0,27,3,1
2,3,4,3496,4,2,0,34,2,1
0,3,7,3609,1,2,3,27,2,1
1,0,9,4843,1,4,0,43,2,0
3,0,3,3017,1,4,0,47,2,1
0,0,7,4139,2,2,0,27,1,1
0,2,7,5742,2,3,0,31,2,1
0,2,9,10366,1,4,0,42,3,1
0,0,9,2080,3,2,1,24,2,1
0,1,7,2580,3,1,0,41,1,0
0,0,3,4530,1,3,3,26,3,1
0,0,4,5150,1,4,0,33,2,1
2,2,3,5595,2,2,1,24,2,0
1,2,3,2384,1,4,0,64,1,1
0,2,3,1453,1,1,3,26,2,1
0,2,6,1538,1,1,3,56,2,1
0,2,3,2279,0,2,0,37,2,1
0,1,3,1478,1,2,1,33,2,1
0,0,3,5103,1,1,1,47,2,1
2,1,7,9857,2,3,0,31,1,1
0,2,9,6527,0,2,0,34,2,1
3,0,3,1347,0,3,0,27,2,1
2,1,9,2862,2,4,0,30,2,1
0,2,3,2753,2,4,0,35,2,1
1,2,9,3651,4,2,0,31,2,1
1,0,4,975,1,2,2,25,2,1
2,2,1,2631,2,2,3,25,1,1
2,2,3,2896,2,1,0,29,2,1
1,0,9,4716,0,1,0,44,1,1
0,2,3,2284,1,3,0,28,2,1
0,2,8,1236,3,2,0,50,2,1
2,2,3,1103,1,3,0,29,2,1
0,0,9,926,1,0,3,38,0,1
0,0,3,1800,1,2,0,24,2,1
3,2,6,1905,1,4,0,40,3,1
0,2,4,1123,3,2,3,29,1,0
1,0,8,6331,1,4,0,46,2,0
3,2,3,1377,2,4,3,47,2,1
2,1,7,2503,2,4,0,41,2,1
2,2,7,2528,1,1,3,32,2,1
0,2,9,5324,3,4,3,35,2,1
2,2,9,6560,2,3,0,24,2,0
2,4,4,2969,1,1,3,25,2,0
2,2,3,1206,1,4,3,25,2,1
2,2,3,2118,1,2,0,37,1,1
0,0,3,629,3,4,0,32,3,1
1,3,6,1198,1,4,3,35,2,0
0,2,8,2476,0,4,0,46,3,1
1,0,3,1138,1,2,0,25,1,1
2,2,9,14027,1,3,0,27,3,0
0,0,8,7596,0,4,0,63,2,1
0,0,3,3077,0,4,0,40,2,1
0,2,3,1505,1,2,0,32,3,1
3,0,3,3148,0,2,0,31,2,1
2,4,8,6148,2,4,1,31,2,1
3,4,3,1337,1,1,0,34,3,0
2,3,6,433,4,1,3,24,2,0
1,2,9,1228,1,2,3,24,1,0
2,2,3,790,3,2,3,66,1,1
0,2,9,2570,1,2,3,21,2,0
0,0,9,250,4,2,3,41,1,1
0,0,3,1316,3,2,1,47,1,1
1,2,3,1882,1,2,3,25,2,0
2,3,7,6416,1,4,3,59,2,0
3,0,7,1275,4,2,2,36,2,1
2,1,3,6403,1,1,0,33,2,1
1,2,3,1987,1,2,0,21,1,0
2,2,3,760,1,3,3,44,1,1
0,2,8,2603,4,2,3,28,2,1
0,0,9,3380,1,3,3,37,2,1
2,3,2,3990,0,1,3,29,0,1
2,2,8,11560,1,2,3,23,3,0
1,2,9,4380,2,2,0,35,1,1
0,0,9,6761,1,3,0,45,3,1
2,4,7,4280,2,2,3,26,1,0
1,3,9,2325,2,3,0,32,2,1
2,3,3,1048,1,2,0,23,1,1
0,2,3,3160,0,4,0,41,2,1
1,3,4,2483,3,2,0,22,2,1
1,0,4,14179,0,3,0,30,3,1
1,0,7,1797,1,1,0,28,1,1
1,2,9,2511,1,0,3,23,2,1
1,2,9,1274,1,1,3,37,1,0
0,2,8,5248,0,2,0,26,2,1
0,2,8,3029,1,3,0,33,2,1
1,2,4,428,1,4,3,49,2,1
1,2,9,976,1,1,3,23,1,0
2,2,7,841,2,3,3,23,1,1
0,0,3,5771,1,3,3,25,2,1
0,1,1,1555,4,4,0,55,2,0
1,2,9,1285,0,3,3,32,2,0
3,0,9,1299,1,2,0,74,0,1
3,0,3,1271,0,2,0,39,2,0
0,2,9,1393,1,2,0,31,2,1
1,0,9,691,1,4,0,35,2,0
0,0,9,5045,0,4,3,59,2,1
1,0,4,2124,1,2,3,24,2,0
1,2,3,2214,1,2,0,24,1,1
0,0,9,12680,0,4,0,30,3,0
0,0,9,2463,2,3,1,27,2,1
2,2,3,1155,1,4,1,40,1,1
1,2,4,3108,1,1,2,31,1,0
0,2,8,2901,0,1,3,31,2,1
2,0,4,3617,1,4,0,28,2,1
0,0,3,1655,1,4,0,63,1,1
1,2,8,2812,0,4,3,26,2,1
1,0,6,8065,1,2,3,25,3,0
0,0,8,3275,1,4,0,36,3,1
0,0,3,2223,2,4,0,52,2,1
3,0,9,1480,3,0,0,66,0,1
1,2,9,1371,0,2,3,25,2,0
0,0,9,3535,1,3,0,37,2,1
1,2,3,3509,1,3,3,25,2,1
0,0,8,5711,4,4,0,38,3,1
2,2,1,3872,1,0,3,67,2,1
2,0,3,4933,1,3,0,25,2,0
0,0,9,1940,4,4,0,60,2,1
2,4,5,1410,1,2,0,31,1,1
2,2,9,836,2,1,3,23,1,0
2,2,8,6468,0,0,2,60,3,1
2,2,7,1941,4,2,0,35,1,1
0,2,3,2675,3,4,0,40,2,1
0,0,8,2751,0,4,0,38,2,1
2,1,6,6224,1,4,0,50,2,0
1,0,6,5998,1,2,0,27,2,0
2,2,7,1188,1,4,3,39,2,0
0,2,8,6313,0,4,0,41,3,1
0,0,4,1221,0,2,1,27,2,1
3,2,4,2892,1,4,2,51,2,1
0,2,4,3062,3,4,0,32,2,1
0,2,4,2301,2,1,3,22,2,1
1,2,8,7511,0,4,0,51,2,0
0,0,4,1258,1,1,3,22,1,1
0,1,9,717,0,4,1,54,2,1
2,2,9,1549,0,1,0,35,0,1
0,0,6,1597,1,4,0,54,2,1
2,0,3,1795,1,4,3,48,1,1
1,0,4,4272,1,4,3,24,2,1
0,0,3,976,0,4,0,35,2,1
2,2,9,7472,0,0,3,24,0,1
1,2,9,9271,1,3,0,24,2,0
2,2,3,590,1,1,1,26,1,1
0,0,3,930,0,4,0,65,2,1
2,3,8,9283,1,0,0,55,3,1
2,4,9,1778,1,1,3,26,0,0
2,2,7,907,1,1,1,26,2,1
2,2,3,484,1,3,1,28,1,1
1,0,8,9629,1,3,0,24,2,0
1,2,2,3051,1,2,0,54,2,0
1,2,9,3931,1,3,0,46,2,0
2,1,9,7432,1,2,3,54,2,1
0,2,2,1338,3,2,2,62,2,1
0,0,3,1554,1,3,3,24,2,1
1,2,0,15857,1,0,2,43,3,1
1,2,3,1345,1,2,1,26,2,0
0,2,9,1101,1,2,1,27,2,1
3,2,3,3016,1,2,1,24,2,1
1,2,4,2712,1,4,0,41,2,0
1,0,9,731,1,4,0,47,1,1
0,0,4,3780,1,1,2,35,3,1
1,0,9,1602,1,4,1,30,2,1
1,0,9,3966,1,4,3,33,2,0
0,4,7,4165,1,2,0,36,2,0
1,2,8,8335,0,4,0,47,2,0
2,1,7,6681,0,2,0,38,2,1
0,1,7,2375,3,2,0,44,2,1
1,2,9,1216,1,1,3,23,2,0
1,4,7,11816,1,4,0,29,2,0
2,2,3,5084,0,4,3,42,2,1
3,2,3,2327,1,1,3,25,1,0
1,4,9,1082,1,2,0,48,2,0
0,2,3,886,0,2,3,21,2,1
0,2,4,601,1,1,3,23,1,1
1,0,8,2957,1,4,0,63,2,1
0,0,3,2611,1,4,1,46,2,1
1,2,4,5179,1,3,0,29,2,0
0,1,8,2993,1,2,0,28,1,1
0,2,1,1943,1,1,3,23,2,0
0,3,7,1559,1,3,0,50,2,1
0,2,4,3422,1,4,0,47,2,1
2,2,4,3976,0,3,0,35,2,1
0,2,9,6761,0,2,0,68,2,0
0,2,9,1249,1,1,1,28,2,1
1,2,3,1364,1,3,0,59,2,1
1,2,3,709,1,4,0,57,1,0
1,0,9,2235,1,2,1,33,2,0
0,0,8,4042,0,3,0,43,2,1
0,0,3,1471,1,2,0,35,2,1
1,3,9,1442,1,3,0,32,1,0
0,1,9,10875,1,4,0,45,2,1
0,2,9,1474,2,1,1,33,2,1
0,2,5,894,0,3,3,40,2,1
0,0,4,3343,1,2,0,28,2,1
1,2,9,3959,1,2,3,29,2,0
0,2,9,3577,2,2,0,26,2,1
0,0,8,5804,4,2,0,27,2,1
0,1,7,2169,1,2,1,28,2,0
1,2,3,2439,1,1,3,35,2,0
0,0,4,4526,4,1,0,32,1,1
0,2,4,2210,1,2,0,25,1,0
0,2,4,2221,3,2,3,20,2,1
1,2,3,2389,1,1,3,27,2,1
0,0,4,3331,1,4,0,42,2,1
0,2,7,7409,0,4,0,37,2,1
1,2,4,652,1,4,3,24,2,1
0,1,4,7678,3,3,3,40,2,1
3,0,9,1343,1,4,0,46,2,1
1,0,7,1382,2,3,0,26,2,1
0,2,2,874,0,1,3,24,2,1
1,2,4,3590,1,2,0,29,1,1
2,0,9,1322,4,2,3,40,2,1
1,3,3,1940,1,1,0,36,3,1
0,2,3,3595,1,4,0,28,2,1
1,2,9,1422,1,1,0,27,3,0
0,0,3,6742,0,3,0,36,2,1
0,2,8,7814,1,3,0,38,3,1
0,2,8,9277,0,2,2,48,2,1
2,0,9,2181,0,4,0,36,2,1
0,0,3,1098,1,0,3,65,0,1
2,2,4,4057,1,3,2,43,2,0
1,2,6,795,1,1,3,53,2,0
2,0,7,2825,0,3,0,34,2,1
2,2,7,15672,1,2,0,23,2,0
0,0,9,6614,1,4,0,34,3,1
0,3,8,7824,0,1,0,40,2,1
1,0,7,2442,1,4,0,43,3,1
0,0,3,1829,1,4,0,46,2,1
1,0,9,2171,1,2,0,38,1,1
2,0,8,5800,1,2,0,34,2,1
0,0,3,1169,0,2,0,29,2,1
0,1,8,8947,0,3,0,31,3,1
1,2,3,2606,1,1,3,28,3,1
0,0,4,1592,4,3,3,35,2,1
0,2,4,2186,0,3,3,33,1,1
1,2,4,4153,1,2,0,42,2,0
1,0,9,2625,1,4,0,43,2,0
0,0,9,3485,0,1,2,44,2,1
0,0,8,10477,0,4,0,42,2,1
0,2,3,1386,0,2,1,40,2,1
0,2,3,1278,1,4,0,36,3,1
1,2,3,1107,1,2,0,20,3,1
1,2,9,3763,0,3,0,24,1,1
2,2,6,3711,0,2,1,27,2,1
0,1,8,3594,1,1,3,46,1,1
2,2,9,3195,0,2,3,33,1,1
0,1,3,4454,1,2,3,34,2,1
2,0,4,4736,1,1,3,25,1,0
2,2,3,2991,0,4,3,25,2,1
0,2,7,2142,4,4,2,28,2,1
1,3,7,3161,1,2,0,31,2,0
2,4,0,18424,1,2,3,32,3,0
0,2,8,2848,2,2,0,32,2,1
1,2,9,14896,1,4,0,68,3,0
1,2,4,2359,2,0,2,33,2,0
1,2,4,3345,1,4,0,39,3,0
0,0,4,1817,1,2,3,28,2,1
0,1,3,12749,3,3,0,37,3,1
1,2,3,1366,1,1,3,22,2,0
2,2,9,2002,1,3,0,30,2,1
1,3,4,6872,1,1,2,55,2,0
1,3,9,697,1,1,0,46,2,0
1,0,4,1049,1,1,3,21,2,1
1,2,8,10297,1,3,0,39,2,0
0,2,3,1867,0,4,0,58,2,1
1,1,9,1344,1,2,0,43,1,1
1,2,4,1747,1,1,0,24,1,1
2,2,3,1670,1,1,3,22,2,0
0,0,9,1224,1,2,0,30,2,1
0,0,3,522,3,4,0,42,2,1
1,2,3,1498,1,2,3,23,2,1
2,1,3,1919,2,1,0,30,3,0
3,2,3,745,1,2,3,28,1,0
2,2,3,2063,1,1,1,30,3,1
2,2,6,6288,1,2,0,42,2,0
0,0,8,6842,0,2,0,46,3,1
0,2,9,3527,0,1,0,45,3,1
0,2,9,1546,1,2,0,31,1,1
0,2,4,929,0,3,0,31,2,1
0,0,9,1455,1,3,0,42,1,1
1,2,4,1845,1,1,3,46,2,1
2,4,9,8358,3,1,3,30,2,1
1,3,4,3349,3,1,0,30,2,0
0,2,9,2859,0,0,0,38,3,1
0,2,4,1533,1,1,1,43,1,0
0,2,3,3621,2,4,0,31,2,0
2,0,7,3590,1,0,1,40,0,1
1,1,7,2145,1,3,0,24,2,0
2,2,8,4113,3,1,3,28,2,0
0,2,4,10974,1,0,3,26,3,0
1,2,9,1893,1,2,3,29,2,1
1,0,3,1231,4,4,3,57,3,1
3,0,3,3656,0,4,0,49,1,1
2,0,3,1154,1,4,0,37,1,1
1,2,9,4006,1,2,0,45,1,0
2,2,4,3069,2,4,0,30,2,1
0,0,3,1740,1,4,1,30,2,1
2,1,9,2353,1,2,2,47,2,1
0,2,9,3556,0,2,0,29,2,1
0,2,3,2397,3,4,0,35,2,0
2,2,1,454,1,1,1,22,1,1
2,2,3,1715,0,2,3,26,2,1
2,0,3,2520,3,2,0,23,1,0
0,2,3,3568,1,4,3,54,3,1
0,2,3,7166,0,3,1,29,2,1
1,0,9,3939,1,2,0,40,1,1
2,2,1,1514,2,2,0,22,2,1
0,2,9,7393,1,2,0,43,1,1
1,3,9,1193,1,0,3,29,0,0
1,2,7,7297,1,4,0,36,2,0
0,0,3,2831,1,2,3,33,2,1
3,2,3,1258,3,2,3,57,1,1
2,2,3,753,1,2,3,64,2,1
2,1,7,2427,0,4,0,42,2,1
0,1,9,2538,1,4,0,47,1,0
2,3,9,1264,2,2,1,25,2,0
2,0,4,8386,1,3,0,49,2,0
0,2,7,4844,1,0,0,33,3,0
3,2,9,2923,2,2,3,28,3,1
1,2,8,8229,1,2,0,26,2,0
0,0,4,2028,1,3,0,30,1,1
1,0,4,1433,1,2,3,25,2,1
3,4,7,6289,1,1,2,33,2,1
0,2,3,1409,2,0,3,64,2,1
1,2,8,6579,1,0,0,29,3,1
2,0,3,1743,1,4,0,48,1,1
0,0,6,3565,0,1,0,37,1,1
0,3,3,1569,2,4,0,34,1,1
1,2,3,1936,0,3,1,23,1,1
1,2,4,3959,1,0,0,30,3,1
0,2,9,2390,0,4,0,50,2,1
0,2,4,1736,1,3,3,31,1,1
1,2,8,3857,1,2,2,40,3,1
0,2,3,804,1,4,0,38,2,1
1,2,3,1845,1,2,0,23,2,0
2,0,8,4576,2,0,0,27,2,1
